date,region,temperature_c,energy_kwh,season
2021-05-29,South,38.0,553.5,Spring
2021-05-30,South,39.3,648.3,Spring
2021-05-31,South,34.6,367.2,Spring
2021-06-01,South,35.8,429.2,Summer
2021-06-02,South,30.8,199.1,Summer
2021-06-03,South,37.6,529.4,Summer
2021-06-04,South,36.4,458.1,Summer
2021-06-05,South,35.6,414.5,Summer
2021-06-06,South,36.9,496.3,Summer
2021-06-07,South,34.9,388.8,Summer
2021-06-08,South,34.2,344.2,Summer
2021-06-09,South,34.4,352.9,Summer
2021-06-10,South,31.9,251.3,Summer
2021-06-11,South,32.9,286.0,Summer
2021-06-12,South,34.8,378.4,Summer
2021-06-13,South,30.2,180.0,Summer
2021-06-14,South,30.9,207.1,Summer
2021-06-15,South,29.0,148.4,Summer
2021-06-16,South,33.1,294.7,Summer
2021-06-17,South,35.2,395.2,Summer
2021-06-18,South,32.9,289.3,Summer
2021-06-19,South,34.8,373.2,Summer
2021-06-20,South,34.8,378.7,Summer
2021-06-21,South,35.0,390.7,Summer
2021-06-22,South,31.0,209.4,Summer
2021-06-23,South,29.1,153.4,Summer
2021-06-24,South,31.2,226.3,Summer
2021-06-25,South,30.8,208.7,Summer
2021-06-26,South,29.9,169.3,Summer
2021-06-27,South,28.7,138.7,Summer
2021-06-28,South,30.9,210.4,Summer
2021-06-29,South,34.4,358.8,Summer
2021-06-30,South,30.9,208.4,Summer
2021-07-01,South,31.9,250.8,Summer
2021-07-02,South,34.0,336.4,Summer
2021-07-03,South,28.9,145.0,Summer
2021-07-04,South,28.2,131.9,Summer
2021-07-05,South,28.0,118.3,Summer
2021-07-06,South,25.9,85.9,Summer
2021-07-07,South,28.8,147.1,Summer
2021-07-08,South,31.1,221.8,Summer
2021-07-09,South,28.0,127.3,Summer
2021-07-10,South,26.7,94.3,Summer
2021-07-11,South,29.8,174.9,Summer
2021-07-12,South,25.2,69.4,Summer
2021-07-13,South,30.7,202.5,Summer
2021-07-14,South,31.3,221.7,Summer
2021-07-15,South,26.7,94.2,Summer
2021-07-16,South,24.4,64.1,Summer
2021-07-17,South,24.4,63.9,Summer
2021-07-18,South,27.1,102.3,Summer
2021-07-19,South,26.6,93.6,Summer
2021-07-20,South,29.1,153.4,Summer
2021-07-21,South,25.9,80.7,Summer
2021-07-22,South,26.0,82.8,Summer
2021-07-23,South,24.8,71.9,Summer
2021-07-24,South,28.1,123.8,Summer
2021-07-25,South,31.0,210.8,Summer
2021-07-26,South,28.6,138.4,Summer
2021-07-27,South,24.2,64.4,Summer
2021-07-28,South,25.9,82.4,Summer
2021-07-29,South,26.1,82.6,Summer
2021-07-30,South,27.6,117.6,Summer
2021-07-31,South,20.7,51.3,Summer
2021-08-01,South,25.4,72.5,Summer
2021-08-02,South,27.2,111.1,Summer
2021-08-03,South,24.2,60.7,Summer
2021-08-04,South,25.1,66.8,Summer
2021-08-05,South,27.2,105.9,Summer
2021-08-06,South,25.1,69.4,Summer
2021-08-07,South,23.2,53.0,Summer
2021-08-08,South,23.3,54.4,Summer
2021-08-09,South,23.0,51.6,Summer
2021-08-10,South,25.1,67.8,Summer
2021-08-11,South,23.6,55.1,Summer
2021-08-12,South,23.5,56.0,Summer
2021-08-13,South,25.6,78.1,Summer
2021-08-14,South,24.6,67.9,Summer
2021-08-15,South,24.4,61.3,Summer
2021-08-16,South,20.9,50.2,Summer
2021-08-17,South,22.0,50.1,Summer
2021-08-18,South,24.0,63.0,Summer
2021-08-19,South,22.3,48.2,Summer
2021-08-20,South,19.8,61.6,Summer
2021-08-21,South,26.0,73.8,Summer
2021-08-22,South,22.6,49.6,Summer
2021-08-23,South,25.3,71.1,Summer
2021-08-24,South,20.1,58.4,Summer
2021-08-25,South,24.0,54.8,Summer
2021-08-26,South,20.7,49.0,Summer
2021-08-27,South,22.4,53.1,Summer
2021-08-28,South,19.0,65.7,Summer
2021-08-29,South,19.5,66.6,Summer
2021-08-30,South,20.2,56.4,Summer
2021-08-31,South,18.4,75.9,Summer
2021-09-01,South,21.9,50.6,Autumn
2021-09-02,South,21.0,52.6,Autumn
2021-09-03,South,19.6,60.8,Autumn
2021-09-04,South,22.1,52.6,Autumn
2021-09-05,South,21.9,47.0,Autumn
2021-09-06,South,24.3,52.4,Autumn
2021-09-07,South,20.6,53.2,Autumn
2021-09-08,South,21.1,53.8,Autumn
2021-09-09,South,22.7,53.6,Autumn
2021-09-10,South,20.4,54.5,Autumn
2021-09-11,South,17.2,95.0,Autumn
2021-09-12,South,20.7,51.8,Autumn
2021-09-13,South,18.8,72.2,Autumn
2021-09-14,South,20.3,52.9,Autumn
2021-09-15,South,23.4,57.2,Autumn
2021-09-16,South,22.0,48.6,Autumn
2021-09-17,South,20.0,55.1,Autumn
2021-09-18,South,19.1,64.4,Autumn
2021-09-19,South,19.6,62.3,Autumn
2021-09-20,South,20.1,57.9,Autumn
2021-09-21,South,18.5,72.3,Autumn
2021-09-22,South,21.3,48.0,Autumn
2021-09-23,South,22.0,46.3,Autumn
2021-09-24,South,15.5,135.1,Autumn
2021-09-25,South,21.1,48.1,Autumn
2021-09-26,South,21.6,49.6,Autumn
2021-09-27,South,16.1,117.3,Autumn
2021-09-28,South,22.8,46.6,Autumn
2021-09-29,South,16.5,110.8,Autumn
2021-09-30,South,20.2,51.2,Autumn
2021-10-01,South,21.4,42.2,Autumn
2021-10-02,South,23.7,51.5,Autumn
2021-10-03,South,19.5,60.9,Autumn
2021-10-04,South,20.3,59.2,Autumn
2021-10-05,South,18.5,76.5,Autumn
2021-10-06,South,15.9,122.3,Autumn
2021-10-07,South,23.7,53.1,Autumn
2021-10-08,South,21.1,52.9,Autumn
2021-10-09,South,23.0,47.9,Autumn
2021-10-10,South,19.1,65.3,Autumn
2021-10-11,South,19.9,56.9,Autumn
2021-10-12,South,19.7,56.7,Autumn
2021-10-13,South,22.5,51.6,Autumn
2021-10-14,South,21.2,51.6,Autumn
2021-10-15,South,23.6,55.3,Autumn
2021-10-16,South,22.4,52.4,Autumn
2021-10-17,South,21.5,47.4,Autumn
2021-10-18,South,21.2,53.7,Autumn
2021-10-19,South,17.7,88.2,Autumn
2021-10-20,South,21.2,47.7,Autumn
2021-10-21,South,19.7,63.2,Autumn
2021-10-22,South,20.3,52.4,Autumn
2021-10-23,South,24.5,54.8,Autumn
2021-10-24,South,18.9,69.0,Autumn
2021-10-25,South,23.1,56.1,Autumn
2021-10-26,South,16.4,108.4,Autumn
2021-10-27,South,16.9,104.4,Autumn
2021-10-28,South,20.1,57.5,Autumn
2021-10-29,South,22.3,48.4,Autumn
2021-10-30,South,21.7,53.8,Autumn
2021-10-31,South,22.7,50.7,Autumn
2021-11-01,South,22.9,51.4,Autumn
2021-11-02,South,21.0,54.5,Autumn
2021-11-03,South,19.7,57.5,Autumn
2021-11-04,South,19.3,60.4,Autumn
2021-11-05,South,17.4,90.5,Autumn
2021-11-06,South,22.7,51.2,Autumn
2021-11-07,South,22.3,46.7,Autumn
2021-11-08,South,25.1,67.5,Autumn
2021-11-09,South,22.2,52.1,Autumn
2021-11-10,South,23.4,56.8,Autumn
2021-11-11,South,24.8,70.4,Autumn
2021-11-12,South,24.2,62.0,Autumn
2021-11-13,South,21.6,44.9,Autumn
2021-11-14,South,25.5,76.2,Autumn
2021-11-15,South,24.2,64.8,Autumn
2021-11-16,South,23.1,44.8,Autumn
2021-11-17,South,24.5,62.8,Autumn
2021-11-18,South,25.7,80.5,Autumn
2021-11-19,South,20.4,51.7,Autumn
2021-11-20,South,20.0,60.1,Autumn
2021-11-21,South,24.7,62.7,Autumn
2021-11-22,South,25.3,76.8,Autumn
2021-11-23,South,24.4,66.5,Autumn
2021-11-24,South,20.6,47.8,Autumn
2021-11-25,South,23.3,48.1,Autumn
2021-11-26,South,26.5,93.8,Autumn
2021-11-27,South,20.9,54.7,Autumn
2021-11-28,South,24.4,63.8,Autumn
2021-11-29,South,25.8,82.7,Autumn
2021-11-30,South,30.0,180.4,Autumn
2021-12-01,South,28.2,126.8,Winter
2021-12-02,South,27.2,103.1,Winter
2021-12-03,South,22.8,48.7,Winter
2021-12-04,South,27.5,110.6,Winter
2021-12-05,South,24.1,61.9,Winter
2021-12-06,South,26.4,87.0,Winter
2021-12-07,South,24.6,59.1,Winter
2021-12-08,South,26.0,76.8,Winter
2021-12-09,South,26.8,91.6,Winter
2021-12-10,South,24.9,69.1,Winter
2021-12-11,South,29.5,162.9,Winter
2021-12-12,South,21.4,47.5,Winter
2021-12-13,South,27.0,94.7,Winter
2021-12-14,South,24.1,60.2,Winter
2021-12-15,South,25.9,78.2,Winter
2021-12-16,South,28.4,129.0,Winter
2021-12-17,South,24.3,63.2,Winter
2021-12-18,South,30.3,192.1,Winter
2021-12-19,South,32.6,272.5,Winter
2021-12-20,South,26.8,98.3,Winter
2021-12-21,South,28.6,135.1,Winter
2021-12-22,South,29.1,151.7,Winter
2021-12-23,South,29.7,167.8,Winter
2021-12-24,South,28.2,127.0,Winter
2021-12-25,South,30.7,197.9,Winter
2021-12-26,South,28.4,128.9,Winter
2021-12-27,South,29.4,164.0,Winter
2021-12-28,South,30.3,184.9,Winter
2021-12-29,South,28.4,135.1,Winter
2021-12-30,South,29.0,143.4,Winter
2021-12-31,South,26.7,96.5,Winter
2022-01-01,South,29.0,142.6,Winter
2022-01-02,South,30.1,180.0,Winter
2022-01-03,South,31.8,237.7,Winter
2022-01-04,South,32.0,250.1,Winter
2022-01-05,South,28.6,136.8,Winter
2022-01-06,South,31.1,214.3,Winter
2022-01-07,South,32.0,251.6,Winter
2022-01-08,South,31.2,217.7,Winter
2022-01-09,South,31.3,219.9,Winter
2022-01-10,South,30.6,197.8,Winter
2022-01-11,South,31.2,220.0,Winter
2022-01-12,South,32.9,286.0,Winter
2022-01-13,South,30.6,197.9,Winter
2022-01-14,South,30.9,206.2,Winter
2022-01-15,South,33.6,321.4,Winter
2022-01-16,South,33.4,306.3,Winter
2022-01-17,South,32.4,262.1,Winter
2022-01-18,South,33.6,321.4,Winter
2022-01-19,South,29.8,172.8,Winter
2022-01-20,South,32.1,254.4,Winter
2022-01-21,South,30.2,178.4,Winter
2022-01-22,South,35.0,389.4,Winter
2022-01-23,South,38.6,610.7,Winter
2022-01-24,South,36.8,483.5,Winter
2022-01-25,South,30.9,207.0,Winter
2022-01-26,South,33.6,325.3,Winter
2022-01-27,South,34.2,354.6,Winter
2022-01-28,South,37.6,540.5,Winter
2022-01-29,South,36.6,486.7,Winter
2022-01-30,South,34.7,369.0,Winter
2022-01-31,South,36.9,493.8,Winter
2022-02-01,South,37.4,519.8,Winter
2022-02-02,South,34.8,380.9,Winter
2022-02-03,South,35.0,383.3,Winter
2022-02-04,South,37.3,525.7,Winter
2022-02-05,South,39.3,646.0,Winter
2022-02-06,South,38.0,562.1,Winter
2022-02-07,South,35.8,433.1,Winter
2022-02-08,South,36.8,486.2,Winter
2022-02-09,South,37.6,540.8,Winter
2022-02-10,South,38.8,610.9,Winter
2022-02-11,South,36.0,440.2,Winter
2022-02-12,South,39.1,641.6,Winter
2022-02-13,South,37.3,522.0,Winter
2022-02-14,South,34.5,368.4,Winter
2022-02-15,South,36.8,486.4,Winter
2022-02-16,South,37.8,555.5,Winter
2022-02-17,South,42.2,870.6,Winter
2022-02-18,South,41.8,832.9,Winter
2022-02-19,South,37.9,554.6,Winter
2022-02-20,South,38.1,569.6,Winter
2022-02-21,South,36.9,490.9,Winter
2022-02-22,South,39.5,662.4,Winter
2022-02-23,South,35.2,398.7,Winter
2022-02-24,South,35.7,423.3,Winter
2022-02-25,South,38.0,562.8,Winter
2022-02-26,South,40.2,708.2,Winter
2022-02-27,South,34.7,377.1,Winter
2022-02-28,South,36.0,436.6,Winter
2022-03-01,South,38.1,569.4,Spring
2022-03-02,South,40.3,725.2,Spring
2022-03-03,South,40.1,710.3,Spring
2022-03-04,South,41.4,805.3,Spring
2022-03-05,South,39.3,644.3,Spring
2022-03-06,South,41.2,793.3,Spring
2022-03-07,South,39.3,645.1,Spring
2022-03-08,South,42.4,880.1,Spring
2022-03-09,South,39.5,669.5,Spring
2022-03-10,South,39.0,632.7,Spring
2022-03-11,South,40.1,704.5,Spring
2022-03-12,South,41.5,811.7,Spring
2022-03-13,South,37.8,544.2,Spring
2022-03-14,South,36.5,470.8,Spring
2022-03-15,South,42.3,871.7,Spring
2022-03-16,South,39.9,687.4,Spring
2022-03-17,South,34.9,383.1,Spring
2022-03-18,South,40.5,732.6,Spring
2022-03-19,South,39.3,644.9,Spring
2022-03-20,South,38.4,588.5,Spring
2022-03-21,South,40.2,708.2,Spring
2022-03-22,South,41.5,815.4,Spring
2022-03-23,South,37.5,531.6,Spring
2022-03-24,South,39.2,640.6,Spring
2022-03-25,South,44.1,1023.9,Spring
2022-03-26,South,35.9,435.8,Spring
2022-03-27,South,42.3,875.3,Spring
2022-03-28,South,41.3,793.9,Spring
2022-03-29,South,40.1,703.8,Spring
2022-03-30,South,43.8,1002.3,Spring
2022-03-31,South,37.4,522.0,Spring
2022-04-01,South,41.1,779.4,Spring
2022-04-02,South,40.5,727.9,Spring
2022-04-03,South,41.0,775.3,Spring
2022-04-04,South,39.9,696.8,Spring
2022-04-05,South,39.5,654.3,Spring
2022-04-06,South,38.1,564.3,Spring
2022-04-07,South,39.5,656.0,Spring
2022-04-08,South,40.0,700.0,Spring
2022-04-09,South,37.6,531.9,Spring
2022-04-10,South,36.9,493.2,Spring
2022-04-11,South,42.0,843.6,Spring
2022-04-12,South,40.2,710.5,Spring
2022-04-13,South,38.1,569.3,Spring
2022-04-14,South,40.9,765.5,Spring
2022-04-15,South,40.9,769.9,Spring
2022-04-16,South,39.8,685.3,Spring
2022-04-17,South,39.4,658.7,Spring
2022-04-18,South,35.8,433.7,Spring
2022-04-19,South,39.7,676.0,Spring
2022-04-20,South,39.8,684.0,Spring
2022-04-21,South,42.1,860.7,Spring
2022-04-22,South,39.6,668.1,Spring
2022-04-23,South,40.2,715.1,Spring
2022-04-24,South,41.1,784.9,Spring
2022-04-25,South,38.8,613.1,Spring
2022-04-26,South,41.2,778.3,Spring
2022-04-27,South,37.5,528.9,Spring
2022-04-28,South,39.0,626.9,Spring
2022-04-29,South,39.4,654.4,Spring
2022-04-30,South,42.4,882.3,Spring
2022-05-01,South,40.3,721.4,Spring
2022-05-02,South,42.4,874.6,Spring
2022-05-03,South,39.1,632.3,Spring
2022-05-04,South,37.2,512.5,Spring
2022-05-05,South,36.9,495.8,Spring
2022-05-06,South,39.0,627.5,Spring
2022-05-07,South,36.6,477.2,Spring
2022-05-08,South,38.8,613.4,Spring
2022-05-09,South,39.6,674.2,Spring
2022-05-10,South,34.2,347.6,Spring
2022-05-11,South,39.6,669.5,Spring
2022-05-12,South,36.8,484.1,Spring
2022-05-13,South,37.5,526.3,Spring
2022-05-14,South,35.4,415.7,Spring
2022-05-15,South,37.7,543.3,Spring
2022-05-16,South,37.1,501.2,Spring
2022-05-17,South,35.1,396.1,Spring
2022-05-18,South,40.9,765.9,Spring
2022-05-19,South,36.6,475.0,Spring
2022-05-20,South,36.7,478.0,Spring
2022-05-21,South,36.1,446.2,Spring
2022-05-22,South,36.7,480.4,Spring
2022-05-23,South,37.2,515.4,Spring
2022-05-24,South,39.5,658.1,Spring
2022-05-25,South,36.9,500.2,Spring
2022-05-26,South,35.9,428.0,Spring
2022-05-27,South,39.0,628.2,Spring
2022-05-28,South,36.4,456.4,Spring
2022-05-29,South,36.5,468.8,Spring
2022-05-30,South,41.3,803.9,Spring
2022-05-31,South,38.8,611.8,Spring
2022-06-01,South,31.5,239.0,Summer
2022-06-02,South,33.3,306.7,Summer
2022-06-03,South,31.7,241.6,Summer
2022-06-04,South,34.1,341.4,Summer
2022-06-05,South,34.0,342.2,Summer
2022-06-06,South,36.6,481.7,Summer
2022-06-07,South,33.0,290.1,Summer
2022-06-08,South,33.7,322.3,Summer
2022-06-09,South,36.0,437.1,Summer
2022-06-10,South,33.5,312.9,Summer
2022-06-11,South,34.7,373.6,Summer
2022-06-12,South,33.4,309.3,Summer
2022-06-13,South,34.4,350.4,Summer
2022-06-14,South,35.1,400.1,Summer
2022-06-15,South,34.2,342.3,Summer
2022-06-16,South,33.0,288.8,Summer
2022-06-17,South,31.4,221.6,Summer
2022-06-18,South,30.2,191.4,Summer
2022-06-19,South,28.1,123.5,Summer
2022-06-20,South,33.5,315.7,Summer
2022-06-21,South,33.8,327.7,Summer
2022-06-22,South,30.2,188.0,Summer
2022-06-23,South,29.7,161.9,Summer
2022-06-24,South,31.8,241.6,Summer
2022-06-25,South,30.6,203.7,Summer
2022-06-26,South,30.1,177.9,Summer
2022-06-27,South,28.7,143.5,Summer
2022-06-28,South,32.7,276.1,Summer
2022-06-29,South,27.7,116.8,Summer
2022-06-30,South,26.0,85.7,Summer
2022-07-01,South,29.3,155.4,Summer
2022-07-02,South,33.1,292.5,Summer
2022-07-03,South,30.2,183.2,Summer
2022-07-04,South,27.9,121.8,Summer
2022-07-05,South,26.7,95.7,Summer
2022-07-06,South,28.7,143.1,Summer
2022-07-07,South,30.4,192.9,Summer
2022-07-08,South,26.1,83.1,Summer
2022-07-09,South,28.0,123.2,Summer
2022-07-10,South,29.5,161.7,Summer
2022-07-11,South,28.6,136.2,Summer
2022-07-12,South,26.1,86.9,Summer
2022-07-13,South,26.9,98.4,Summer
2022-07-14,South,31.7,242.7,Summer
2022-07-15,South,28.0,118.5,Summer
2022-07-16,South,26.5,92.3,Summer
2022-07-17,South,28.0,118.8,Summer
2022-07-18,South,29.6,164.1,Summer
2022-07-19,South,29.2,154.7,Summer
2022-07-20,South,27.1,100.7,Summer
2022-07-21,South,25.0,69.7,Summer
2022-07-22,South,25.0,67.0,Summer
2022-07-23,South,26.3,90.8,Summer
2022-07-24,South,26.3,90.7,Summer
2022-07-25,South,25.4,69.5,Summer
2022-07-26,South,24.9,65.4,Summer
2022-07-27,South,24.1,56.5,Summer
2022-07-28,South,26.1,84.0,Summer
2022-07-29,South,28.9,144.4,Summer
2022-07-30,South,26.8,97.1,Summer
2022-07-31,South,27.1,101.0,Summer
2022-08-01,South,24.7,63.3,Summer
2022-08-02,South,24.6,59.3,Summer
2022-08-03,South,28.7,135.8,Summer
2022-08-04,South,28.5,135.8,Summer
2022-08-05,South,25.6,78.3,Summer
2022-08-06,South,19.2,60.7,Summer
2022-08-07,South,24.5,61.2,Summer
2022-08-08,South,25.9,74.1,Summer
2022-08-09,South,23.7,56.4,Summer
2022-08-10,South,22.7,50.2,Summer
2022-08-11,South,23.9,59.3,Summer
2022-08-12,South,24.9,68.0,Summer
2022-08-13,South,22.4,53.8,Summer
2022-08-14,South,26.3,91.8,Summer
2022-08-15,South,20.6,54.7,Summer
2022-08-16,South,23.9,57.6,Summer
2022-08-17,South,24.2,60.7,Summer
2022-08-18,South,19.2,66.3,Summer
2022-08-19,South,20.0,58.8,Summer
2022-08-20,South,23.2,51.5,Summer
2022-08-21,South,20.2,54.8,Summer
2022-08-22,South,20.9,53.3,Summer
2022-08-23,South,27.3,106.0,Summer
2022-08-24,South,23.4,50.3,Summer
2022-08-25,South,22.2,49.3,Summer
2022-08-26,South,22.6,52.1,Summer
2022-08-27,South,24.7,60.8,Summer
2022-08-28,South,21.4,49.4,Summer
2022-08-29,South,23.1,51.7,Summer
2022-08-30,South,22.8,58.5,Summer
2022-08-31,South,22.9,54.4,Summer
2022-09-01,South,21.7,52.6,Autumn
2022-09-02,South,20.4,56.3,Autumn
2022-09-03,South,24.9,63.0,Autumn
2022-09-04,South,22.4,49.3,Autumn
2022-09-05,South,22.0,50.7,Autumn
2022-09-06,South,19.1,68.6,Autumn
2022-09-07,South,25.6,77.8,Autumn
2022-09-08,South,22.1,50.7,Autumn
2022-09-09,South,18.9,73.2,Autumn
2022-09-10,South,21.5,53.1,Autumn
2022-09-11,South,22.5,53.4,Autumn
2022-09-12,South,21.9,50.5,Autumn
2022-09-13,South,17.7,84.6,Autumn
2022-09-14,South,24.0,52.4,Autumn
2022-09-15,South,19.2,67.6,Autumn
2022-09-16,South,22.2,46.3,Autumn
2022-09-17,South,20.3,56.0,Autumn
2022-09-18,South,23.6,58.2,Autumn
2022-09-19,South,18.8,68.7,Autumn
2022-09-20,South,23.7,58.4,Autumn
2022-09-21,South,23.6,56.7,Autumn
2022-09-22,South,19.8,55.9,Autumn
2022-09-23,South,16.8,106.6,Autumn
2022-09-24,South,19.9,57.5,Autumn
2022-09-25,South,22.7,50.5,Autumn
2022-09-26,South,20.8,51.9,Autumn
2022-09-27,South,19.8,56.6,Autumn
2022-09-28,South,20.8,51.0,Autumn
2022-09-29,South,18.6,75.4,Autumn
2022-09-30,South,18.4,83.7,Autumn
2022-10-01,South,22.8,48.7,Autumn
2022-10-02,South,23.4,54.2,Autumn
2022-10-03,South,22.1,47.9,Autumn
2022-10-04,South,19.2,66.2,Autumn
2022-10-05,South,17.4,86.0,Autumn
2022-10-06,South,20.9,51.1,Autumn
2022-10-07,South,15.8,127.0,Autumn
2022-10-08,South,21.4,50.5,Autumn
2022-10-09,South,18.9,68.5,Autumn
2022-10-10,South,21.1,50.1,Autumn
2022-10-11,South,18.3,79.3,Autumn
2022-10-12,South,16.5,111.3,Autumn
2022-10-13,South,18.3,78.6,Autumn
2022-10-14,South,23.5,56.6,Autumn
2022-10-15,South,20.8,50.1,Autumn
2022-10-16,South,20.1,52.6,Autumn
2022-10-17,South,20.2,53.2,Autumn
2022-10-18,South,17.6,88.9,Autumn
2022-10-19,South,20.8,52.9,Autumn
2022-10-20,South,19.5,59.4,Autumn
2022-10-21,South,21.9,47.7,Autumn
2022-10-22,South,22.3,50.8,Autumn
2022-10-23,South,20.3,54.0,Autumn
2022-10-24,South,22.3,47.3,Autumn
2022-10-25,South,20.5,52.6,Autumn
2022-10-26,South,22.1,50.8,Autumn
2022-10-27,South,20.5,53.5,Autumn
2022-10-28,South,24.6,61.2,Autumn
2022-10-29,South,23.7,56.3,Autumn
2022-10-30,South,23.2,50.2,Autumn
2022-10-31,South,20.1,57.1,Autumn
2022-11-01,South,26.2,87.4,Autumn
2022-11-02,South,21.8,47.4,Autumn
2022-11-03,South,20.2,50.8,Autumn
2022-11-04,South,20.7,52.8,Autumn
2022-11-05,South,20.4,55.5,Autumn
2022-11-06,South,22.5,53.1,Autumn
2022-11-07,South,25.5,75.7,Autumn
2022-11-08,South,21.4,47.0,Autumn
2022-11-09,South,20.0,64.2,Autumn
2022-11-10,South,19.7,57.6,Autumn
2022-11-11,South,22.7,53.7,Autumn
2022-11-12,South,26.9,99.9,Autumn
2022-11-13,South,22.2,51.2,Autumn
2022-11-14,South,22.6,49.2,Autumn
2022-11-15,South,23.4,55.4,Autumn
2022-11-16,South,21.5,52.4,Autumn
2022-11-17,South,25.2,68.8,Autumn
2022-11-18,South,24.7,64.0,Autumn
2022-11-19,South,23.6,52.8,Autumn
2022-11-20,South,19.6,60.0,Autumn
2022-11-21,South,24.5,59.4,Autumn
2022-11-22,South,23.3,50.9,Autumn
2022-11-23,South,25.5,73.0,Autumn
2022-11-24,South,25.5,83.6,Autumn
2022-11-25,South,21.8,51.6,Autumn
2022-11-26,South,20.1,59.5,Autumn
2022-11-27,South,25.5,70.5,Autumn
2022-11-28,South,27.6,109.7,Autumn
2022-11-29,South,27.7,110.6,Autumn
2022-11-30,South,25.0,69.7,Autumn
2022-12-01,South,26.4,95.4,Winter
2022-12-02,South,26.1,85.4,Winter
2022-12-03,South,25.7,76.2,Winter
2022-12-04,South,26.1,84.6,Winter
2022-12-05,South,25.8,82.9,Winter
2022-12-06,South,27.1,105.1,Winter
2022-12-07,South,29.5,155.1,Winter
2022-12-08,South,27.6,113.9,Winter
2022-12-09,South,28.2,127.5,Winter
2022-12-10,South,29.5,161.3,Winter
2022-12-11,South,27.4,107.6,Winter
2022-12-12,South,22.8,54.1,Winter
2022-12-13,South,26.5,91.7,Winter
2022-12-14,South,24.3,63.4,Winter
2022-12-15,South,26.7,95.5,Winter
2022-12-16,South,24.7,60.8,Winter
2022-12-17,South,27.9,119.4,Winter
2022-12-18,South,30.2,182.6,Winter
2022-12-19,South,29.1,150.5,Winter
2022-12-20,South,29.9,178.6,Winter
2022-12-21,South,26.8,94.1,Winter
2022-12-22,South,24.3,57.9,Winter
2022-12-23,South,28.5,132.5,Winter
2022-12-24,South,30.1,184.1,Winter
2022-12-25,South,30.5,193.0,Winter
2022-12-26,South,28.7,140.6,Winter
2022-12-27,South,30.0,177.1,Winter
2022-12-28,South,30.2,184.0,Winter
2022-12-29,South,32.2,262.8,Winter
2022-12-30,South,33.3,299.1,Winter
2022-12-31,South,29.6,161.4,Winter
2023-01-01,South,33.4,308.6,Winter
2023-01-02,South,30.2,180.0,Winter
2023-01-03,South,29.5,160.2,Winter
2023-01-04,South,30.6,203.9,Winter
2023-01-05,South,29.3,155.6,Winter
2023-01-06,South,36.0,444.6,Winter
2023-01-07,South,30.1,175.3,Winter
2023-01-08,South,29.6,166.8,Winter
2023-01-09,South,30.8,201.9,Winter
2023-01-10,South,34.1,345.6,Winter
2023-01-11,South,34.8,377.5,Winter
2023-01-12,South,29.2,146.5,Winter
2023-01-13,South,29.1,147.2,Winter
2023-01-14,South,31.5,231.1,Winter
2023-01-15,South,35.4,410.7,Winter
2023-01-16,South,31.2,219.0,Winter
2023-01-17,South,33.7,318.6,Winter
2023-01-18,South,31.7,237.6,Winter
2023-01-19,South,34.2,352.2,Winter
2023-01-20,South,33.5,317.3,Winter
2023-01-21,South,32.5,269.0,Winter
2023-01-22,South,32.8,279.1,Winter
2023-01-23,South,35.6,415.1,Winter
2023-01-24,South,36.1,449.6,Winter
2023-01-25,South,35.0,388.9,Winter
2023-01-26,South,38.0,563.5,Winter
2023-01-27,South,36.4,457.4,Winter
2023-01-28,South,35.1,393.9,Winter
2023-01-29,South,34.1,342.4,Winter
2023-01-30,South,34.5,362.7,Winter
2023-01-31,South,36.2,452.4,Winter
2023-02-01,South,35.8,425.2,Winter
2023-02-02,South,35.8,433.4,Winter
2023-02-03,South,34.8,381.5,Winter
2023-02-04,South,33.5,314.4,Winter
2023-02-05,South,34.3,351.4,Winter
2023-02-06,South,36.6,472.4,Winter
2023-02-07,South,37.3,511.6,Winter
2023-02-08,South,40.7,750.9,Winter
2023-02-09,South,35.8,431.3,Winter
2023-02-10,South,36.0,435.8,Winter
2023-02-11,South,38.7,602.2,Winter
2023-02-12,South,32.6,277.5,Winter
2023-02-13,South,38.0,561.2,Winter
2023-02-14,South,38.9,622.7,Winter
2023-02-15,South,35.4,410.7,Winter
2023-02-16,South,38.4,583.1,Winter
2023-02-17,South,38.5,591.0,Winter
2023-02-18,South,36.4,467.9,Winter
2023-02-19,South,35.8,425.1,Winter
2023-02-20,South,40.4,727.1,Winter
2023-02-21,South,37.0,500.6,Winter
2023-02-22,South,37.7,544.5,Winter
2023-02-23,South,37.9,553.2,Winter
2023-02-24,South,35.4,413.3,Winter
2023-02-25,South,40.8,757.3,Winter
2023-02-26,South,41.6,817.7,Winter
2023-02-27,South,40.5,724.8,Winter
2023-02-28,South,38.7,608.0,Winter
2023-03-01,South,39.9,683.8,Spring
2023-03-02,South,38.2,576.5,Spring
2023-03-03,South,41.7,832.5,Spring
2023-03-04,South,41.3,797.0,Spring
2023-03-05,South,39.9,689.8,Spring
2023-03-06,South,42.3,873.3,Spring
2023-03-07,South,36.2,456.6,Spring
2023-03-08,South,40.3,717.9,Spring
2023-03-09,South,38.8,614.2,Spring
2023-03-10,South,38.6,599.6,Spring
2023-03-11,South,44.3,1042.1,Spring
2023-03-12,South,41.1,776.1,Spring
2023-03-13,South,38.5,594.7,Spring
2023-03-14,South,40.2,716.0,Spring
2023-03-15,South,35.7,424.9,Spring
